Participant;Trial;Delay;Info;Candidate;Uni;Sub 1;Sub 2;Sub 3;Final Year;Clubs;AI recommendation;CorrectDecision;Feedback to AI
24;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
24;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
24;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
24;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
25;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
25;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
25;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
25;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
25;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
25;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
25;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
25;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
25;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
25;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
25;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
25;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
25;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
25;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
25;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
25;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
25;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
25;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
25;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
25;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
25;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
25;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
25;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
25;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
25;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
25;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
25;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
25;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
25;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
25;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
25;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
25;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
25;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
25;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
25;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
25;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
25;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
25;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
25;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
25;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
25;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
25;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
25;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
25;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
25;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
26;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
26;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
26;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
26;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
26;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
26;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
26;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
26;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
26;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
26;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
26;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
26;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
26;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
26;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
26;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
26;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
26;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
26;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
26;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
26;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
26;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
26;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
26;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
26;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
26;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
26;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
26;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
26;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
26;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
26;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
26;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
26;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
26;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
26;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
26;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
26;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
26;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
26;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
26;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
26;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
26;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
26;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
26;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
26;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
26;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
27;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
27;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
27;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
27;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
27;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
27;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
27;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
27;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
27;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
27;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
27;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
27;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
27;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
27;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
27;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
27;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
27;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
27;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
27;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
27;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
27;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
27;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
27;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
27;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
27;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
27;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
27;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
27;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
27;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
27;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
27;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
27;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
27;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
27;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
27;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
27;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
27;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
27;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
27;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
27;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
27;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
27;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
27;43;long;Transparent;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
27;44;long;Transparent;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
27;45;long;Transparent;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
28;1;long;Simple;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
28;2;long;Simple;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
28;3;long;Simple;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
28;4;long;Simple;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
28;5;long;Simple;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
28;6;long;Simple;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
28;7;long;Simple;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
28;8;long;Simple;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
28;9;long;Simple;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
28;10;long;Simple;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
28;11;long;Simple;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
28;12;long;Simple;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
28;13;long;Simple;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
28;14;long;Simple;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
28;15;long;Simple;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
28;16;long;Transparent;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
28;17;long;Transparent;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
28;18;long;Transparent;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
28;19;long;Transparent;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
28;20;long;Transparent;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
28;21;long;Transparent;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
28;22;long;Transparent;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
28;23;long;Transparent;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
28;24;long;Transparent;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
28;25;long;Transparent;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
28;26;long;Transparent;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
28;27;long;Transparent;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
28;28;long;Transparent;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
28;29;long;Transparent;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
28;30;long;Transparent;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
28;31;long;Entertaining;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
28;32;long;Entertaining;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
28;33;long;Entertaining;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
28;34;long;Entertaining;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
28;35;long;Entertaining;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
28;36;long;Entertaining;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
28;37;long;Entertaining;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
28;38;long;Entertaining;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
28;39;long;Entertaining;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
28;40;long;Entertaining;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
28;41;long;Entertaining;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
28;42;long;Entertaining;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
28;43;long;Entertaining;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
28;44;long;Entertaining;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
28;45;long;Entertaining;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
29;1;long;Transparent;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
29;2;long;Transparent;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
29;3;long;Transparent;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
29;4;long;Transparent;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
29;5;long;Transparent;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
29;6;long;Transparent;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
29;7;long;Transparent;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
29;8;long;Transparent;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
29;9;long;Transparent;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
29;10;long;Transparent;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
29;11;long;Transparent;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
29;12;long;Transparent;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
29;13;long;Transparent;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
29;14;long;Transparent;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
29;15;long;Transparent;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
29;16;long;Entertaining;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
29;17;long;Entertaining;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
29;18;long;Entertaining;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
29;19;long;Entertaining;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
29;20;long;Entertaining;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
29;21;long;Entertaining;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
29;22;long;Entertaining;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
29;23;long;Entertaining;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
29;24;long;Entertaining;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
29;25;long;Entertaining;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
29;26;long;Entertaining;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
29;27;long;Entertaining;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
29;28;long;Entertaining;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
29;29;long;Entertaining;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
29;30;long;Entertaining;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
29;31;long;Simple;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
29;32;long;Simple;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
29;33;long;Simple;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
29;34;long;Simple;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
29;35;long;Simple;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
29;36;long;Simple;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
29;37;long;Simple;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
29;38;long;Simple;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
29;39;long;Simple;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
29;40;long;Simple;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
29;41;long;Simple;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
29;42;long;Simple;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
29;43;long;Simple;13;javephy;14.90;12.16;14.35;14.58;Health Occupation Club;Reject;Reject;Correct
29;44;long;Simple;14;javephy;15.33;13.31;17.28;14.24;Guitar Club;Reject;Reject;Correct
29;45;long;Simple;15;javephy;14.38;17.42;14.92;15.44;Bowling Club;Accept;Accept;Correct
30;1;long;Entertaining;1;davebio;18.13;16.06;13.14;15.61;Science Club;Accept;Accept;Correct
30;2;long;Entertaining;2;davebio;11.30;16.58;19.22;16.16;Bowling Club;Reject;Reject;Correct
30;3;long;Entertaining;3;davebio;15.06;13.23;15.18;14.63;Science Club;Reject;Reject;Correct
30;4;long;Entertaining;4;davebio;15.59;16.01;15.88;14.20;Board Games Club;Reject;Accept;Wrong
30;5;long;Entertaining;5;davebio;11.86;17.39;14.59;14.26;Health Occupation Club;Reject;Reject;Correct
30;6;long;Entertaining;6;davebio;12.00;18.13;16.88;14.77;Board Games Club;Reject;Reject;Correct
30;7;long;Entertaining;7;davebio;16.45;16.61;15.71;15.56;None;Accept;Reject;Wrong
30;8;long;Entertaining;8;davebio;15.08;13.44;13.71;14.57;Board Games Club;Reject;Reject;Correct
30;9;long;Entertaining;9;davebio;12.90;16.95;14.00;15.54;Guitar Club;Reject;Reject;Correct
30;10;long;Entertaining;10;davebio;18.02;12.99;12.09;14.10;Bowling Club;Accept;Reject;Wrong
30;11;long;Entertaining;11;davebio;16.82;18.54;15.68;15.33;None;Accept;Accept;Correct
30;12;long;Entertaining;12;davebio;12.83;12.75;15.78;14.73;Guitar Club;Reject;Reject;Correct
30;13;long;Entertaining;13;davebio;15.78;15.93;13.88;14.45;Public Health Club;Accept;Accept;Correct
30;14;long;Entertaining;14;davebio;14.93;15.35;16.35;15.73;None;Reject;Reject;Correct
30;15;long;Entertaining;15;davebio;15.70;16.48;13.18;15.02;Guitar Club;Reject;Reject;Correct
30;16;long;Simple;1;mavechem;13.95;15.23;12.44;14.07;Bowling Club;Reject;Reject;Correct
30;17;long;Simple;2;mavechem;14.80;13.54;15.49;15.10;Science Club;Reject;Reject;Correct
30;18;long;Simple;3;mavechem;16.59;15.90;13.53;15.46;None;Reject;Reject;Correct
30;19;long;Simple;4;mavechem;13.81;16.80;15.77;15.27;Guitar Club;Accept;Accept;Correct
30;20;long;Simple;5;mavechem;13.12;15.87;13.47;15.51;Public Health Club;Reject;Reject;Correct
30;21;long;Simple;6;mavechem;13.39;15.79;16.61;14.76;Bowling Club;Reject;Accept;Wrong
30;22;long;Simple;7;mavechem;16.41;13.35;11.94;15.28;Public Health Club;Reject;Reject;Correct
30;23;long;Simple;8;mavechem;14.65;14.84;13.81;15.93;Guitar Club;Reject;Reject;Correct
30;24;long;Simple;9;mavechem;15.45;14.18;15.97;14.62;Board Games Club;Reject;Reject;Correct
30;25;long;Simple;10;mavechem;17.95;15.37;14.03;15.46;Health Occupation Club;Reject;Accept;Wrong
30;26;long;Simple;11;mavechem;14.42;15.89;17.04;15.41;None;Reject;Reject;Correct
30;27;long;Simple;12;mavechem;16.63;13.10;12.48;14.57;Bowling Club;Reject;Reject;Correct
30;28;long;Simple;13;mavechem;15.58;16.28;16.26;15.75;None;Accept;Reject;Wrong
30;29;long;Simple;14;mavechem;16.55;16.21;13.44;14.50;Science Club;Accept;Accept;Correct
30;30;long;Simple;15;mavechem;17.41;18.55;14.14;16.99;None;Accept;Accept;Correct
30;31;long;Transparent;1;javephy;13.01;14.79;14.33;14.75;Public Health Club;Reject;Reject;Correct
30;32;long;Transparent;2;javephy;15.19;15.41;13.83;14.87;Bowling Club;Reject;Reject;Correct
30;33;long;Transparent;3;javephy;15.27;14.64;17.12;16.26;Science Club;Reject;Accept;Wrong
30;34;long;Transparent;4;javephy;17.74;15.00;15.33;14.78;None;Reject;Reject;Correct
30;35;long;Transparent;5;javephy;13.03;18.49;14.72;15.75;None;Accept;Reject;Wrong
30;36;long;Transparent;6;javephy;11.16;15.42;14.55;14.40;Guitar Club;Reject;Reject;Correct
30;37;long;Transparent;7;javephy;14.19;19.17;13.85;15.92;None;Accept;Accept;Correct
30;38;long;Transparent;8;javephy;14.19;15.63;12.98;14.36;Health Occupation Club;Reject;Reject;Correct
30;39;long;Transparent;9;javephy;14.59;17.14;15.14;16.10;Bowling Club;Accept;Accept;Correct
30;40;long;Transparent;10;javephy;13.86;16.02;13.97;14.87;Guitar Club;Reject;Reject;Correct
30;41;long;Transparent;11;javephy;15.24;17.12;14.27;14.77;Public Health Club;Accept;Accept;Correct
30;42;long;Transparent;12;javephy;18.69;15.44;12.50;14.97;Board Games Club;Reject;Accept;Wrong
